EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,PLAN_ESTUDIOS_DETERMINANTE,TIPOS_ESPACIOS,OTROS_TIPO_ESPAC,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,OTROS_ELEC_CARRERA,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,,,
23,Hombre,Ingenier°a Mecatr¢nica,17,2,5,2,4,1,5,5,1,4,1,3,Extranjero,,Dedicaci¢n ,Resoluci¢n de Problemas ,Organizaci¢n,Trabajo en Equipo,Toma de Decisiones,8,8,7,10,9,Personal,,CibernÇtica,F°sica,C†lculo ,Computaci¢n ,Comunicaci¢n,10,10,10,9,8,Ninguno,Diferente,,,
19,Mujer,Ingenier°a Mec†nica,18,5,1,1,5,1,1,1,1,1,1,1,Extranjero,,Resoluci¢n de Problemas ,Responsabilidad,Planificaci¢n,Resoluci¢n de Problemas ,Organizaci¢n,9,10,7,9,10,Personal,,C†lculo ,F°sica,Filosof°a,Literatura,Qu°mica,8,9,7,8,9,Ninguno,S/carrera,,,
26,Hombre,Ingenier°a Mec†nica,18,1,1,1,1,1,5,1,1,1,1,1,Campo,,Adaptaci¢n,Organizaci¢n,Disciplina,Constancia,Planificaci¢n,8,8,8,6,7,Familiares,,Matem†ticas,F°sica,Mec†nica,Comunicaci¢n,Sociolog°a,7,10,9,6,9,Ninguno,Diferente,,,
22,Hombre,Ingenier°a en Computaci¢n,18,1,1,1,1,1,5,1,1,1,1,1,Oficinas,,Constancia,Iniciativa,An†lisis,Resoluci¢n de Problemas ,Trabajo Bajo Presi¢n,10,9,7,10,8,Personal,,Computaci¢n,Dise§o Web,F°sica,Filosof°a,Comunicaci¢n,10,10,10,8,8,Web / Redes Soc,S/carrera,,,
19,Mujer,Ingenier°a en Computaci¢n,15,5,5,3,5,1,1,1,1,1,3,1,Oficinas,,Matem†ticas,Organizaci¢n,Dedicaci¢n,Trabajo en Equipo,Disciplina,8,9,9,7,9,Personal,,Computaci¢n,Opci¢n TÇcnica,Matem†ticas,Dibujo,Derecho,10,10,9,10,8,Ninguno,Similar,,,
24,Mujer,Ingenier°a Petrolera,18,5,3,5,5,1,5,5,1,5,5,1,Campo,,Idiomas,Programaci¢n,Matem†ticas,Trabajo en Equipo,An†lisis,3,9,9,6,6,Personal,,Matem†ticas,F°sica,Qu°mica,Psicolog°a,Computaci¢n ,9,10,8,9,8,Carrera de Moda,Diferente,,,
18,Hombre,Ingenier°a en Computaci¢n,17,5,5,5,5,1,5,5,1,3,5,1,Extranjero,,Programaci¢n,Constancia,Disciplina,Planificaci¢n,Resoluci¢n de Problemas ,8,7,9,7,9,Personal,,Espa§ol,Matem†ticas,F°sica,Administraci¢n,Computaci¢n ,9,8,9,9,10,Carrera de Moda,Diferente,,,
22,Hombre,Ingenier°a BiomÇdica,19,5,5,3,1,1,1,1,1,1,1,5,Otros,,Idiomas,Creatividad,Empat°a,êtica,Autodidacta,4,8,9,9,7,Personal,,Biolog°a,Qu°mica,Anatom°a,Matem†ticas,F°sica,8,7,8,9,9,Carrera Nueva,Diferente,,,
22,Mujer,Ingenier°a en Computaci¢n,18,4,4,5,1,1,1,1,1,3,5,1,Oficinas,,Resoluci¢n de Problemas ,Dedicaci¢n,Matem†ticas,Organizaci¢n,Toma de Desiciones,9,7,7,9,10,Personal,,CibernÇtica,F°sica,C†lculo,Literatura,Opci¢n tÇcnica,10,9,10,10,10,Carrera de Moda,S/carrera,,,
22,Hombre,Ingenier°a en Telecomunicaciones,19,3,1,5,5,1,1,1,1,4,1,1,Campo,,Disciplina,Constancia,Resoluci¢n de Problemas ,Dedicaci¢n,An†lisis,7,8,10,8,3,Personal,,Computaci¢n ,Matem†ticas,Sociolog°a,Comunicaci¢n,F°sica,10,9,10,10,7,Ninguno,Diferente,,,
18,Hombre,Ingenier°a Petrolera,17,5,5,5,5,5,5,4,5,4,5,5,Otros,,Matem†ticas,Trabajo en Equipo,Resoluci¢n de Problemas,Negociar,Hablar en P£blico,8,9,9,8,9,Personal,,C†lculo,Qu°mica,F°sica,Estad°stica,Comunicaci¢n,9,8,9,10,8,TV/Medios impresos,S/carrera,,,
20,Hombre,Ingenier°a Civil,18,5,5,4,2,5,4,5,5,2,4,4,Otros,,Creatividad,Responsabilidad,Constancia,InglÇs,Programaci¢n,8,8,7,4,4,Personal,,F°sica,Qu°mica,InglÇs,Matem†ticas,C†lculo,8,7,7,6,8,Web / Redes Soc,Diferente,,,
22,Hombre,Ingenier°a Geom†tica,17,3,4,2,1,1,1,5,1,1,4,3,Campo,,Software,G. P. S.,Hidr†ulica,E. Total,Estad°sitca,8,6,7,10,8,Personal,,Matem†ticas,F°sica,Qu°mica,Programaci¢n,Computaci¢n,8,8,6,9,7,Ninguno,S/carrera,,,
21,Mujer,Ingenier°a en Computaci¢n,16,4,5,5,1,3,5,5,1,1,2,5,Oficinas,,Paciencia,Control,Respeto,Empat°a,Dedicaci¢n,10,7,10,3,10,Personal,,Matem†ticas,CibernÇtica,F°sica,InglÇs,Expresi¢n Gr†fica,10,10,8,8,10,Web / Redes Soc,Diferente,,,
22,Mujer,Ingenier°a en Computaci¢n,17,5,5,4,5,3,5,5,1,4,3,3,Oficinas,,An†lisis,Creatividad,Dedicaci¢n,Paciencia,Determinaci¢n,9,9,9,8,9,Personal,,C†lculo,CibernÇtica,F°sica,InglÇs,Matem†ticas,8,10,7,10,9,Ninguno,Diferente,,,
18,Mujer,Ingenier°a en Computaci¢n,16,5,5,4,5,5,5,5,1,4,4,5,Extranjero,,An†lisis,Imaginaci¢n,Resoluci¢n de Problemas,Innovaci¢n,Creatividad,9,8,9,8,9,Personal,,Inform†tica,Matem†ticas,F°sica,C†lculo,Computaci¢n,8,9,7,8,8,Ninguno,S/carrera,,,
19,Hombre,Ingenier°a Industrial,18,4,4,2,1,5,1,1,2,2,5,4,Otros,,Liderazgo,Innovaci¢n,Estrateg°a,Razonamiento,Adaptaci¢n,7,10,8,10,10,Personal,,C†lculo,Lat°n,F°sica,Computaci¢n,Matem†ticas,10,10,10,10,10,Ninguno,Diferente,,,
21,Hombre,Ingenier°a Mec†nica,18,5,5,5,5,5,5,1,1,4,5,5,Extranjero,,Creatividad,Ingenio,Razonamiento,Adaptaci¢n,Negociar,9,9,8,8,8,Familiares,,C†lculo,Matem†ticas,Qu°mica,F°sica,Estad°stica,9,8,8,8,8,Ninguno,Diferente,,,
21,Hombre,Ingenier°a ElÇctrica Electr¢nica,17,4,4,4,4,1,1,4,3,3,1,4,Otros,,Constancia,Matem†ticas,Visi¢n,Programaci¢n,F°sica,5,6,8,7,6,Personal,,F°sica,Matem†ticas,Programaci¢n,Q£imica,InglÇs,8,8,10,9,8,Ninguno,Diferente,,,
22,Mujer,Ingenier°a en Telecomunicaciones,17,4,4,4,1,1,1,2,4,4,4,1,Campo,,Razonamiento Matem†tico,L¢gica,Trabajo en Equipo,Creatividad,Autodidacta,8,8,4,8,8,Personal,,C†lculo,F°sica,Matem†ticas,Qu°mica,L¢gica,10,10,9,10,9,Carrera Nueva,S/carrera,,,
21,Hombre,Ingenier°a en Computaci¢n,17,4,4,3,3,1,3,1,1,3,4,1,Oficinas,,Razonamiento,Ingenio,Adaptabilidad,Innovaci¢n,Resilencia,8,8,8,8,10,Personal,,C†lculo,F°sica,CibernÇtica,Estad°stica,Qu°mica,7,9,9,8,8,Ninguno,S/carrera,,,
21,Hombre,Ingenier°a en Computaci¢n,13,5,5,5,1,1,1,1,1,5,5,4,Oficinas,,Constancia,Extrovertido,Compromiso,Seguridad,Empat°a,8,7,9,8,10,Personal,,Matem†ticas,Temas Selectos de Matem†ticas,Orientaci¢n Educativa,Literatura,C†lculo,8,9,10,10,8,Web / Redes Soc,Diferente,,,
21,Mujer,Ingenier°a en Computaci¢n,18,3,2,4,5,1,1,1,1,4,3,1,Extranjero,,Cr°tico,Razomaniento L¢gico,Razonameinto Matem†tico,Inteligencia Emocional,Investigaci¢n,8,6,5,5,9,Personal,,Computaci¢n,Temas Selectos de Matem†ticas,êtica,Italiano,Teatro,10,9,10,10,10,Ninguno,Diferente,,,
24,Hombre,Ingenier°a Mecatronica,18,4,4,3,4,2,5,5,3,1,4,3,Otros,Fabricas,Trabajo bajo presion,Constacia,Organizaci¢n,Habilidad Matematica,Responsabilidad,7,6,7,8,9,Personal,,calculo,geometria analitica,Programacion,Matematicas,ingles,6,8,8,7,8,Ninguno,Misma,,,
24,Hombre,Ingenier°a en Computaci¢n,18,4,3,4,3,3,1,3,3,2,4,2,Otros,En casa,Resolver problemas,Dedicacion,Cretividad,Razonamiento,Trabajo en equipo,6,6,8,8,9,Personal,,Matematicas,Programacion,geometria,Ingles,Calculo,6,6,7,7,7,Ninguno,Diferente,,,
23,Hombre,Ingenier°a Mecatronica,18,5,5,3,2,2,5,4,4,1,5,4,Otros,Fabricas,Dedicacion,Organizaci¢n,Responsabilidad,Empatia,Toma de desiciones,9,7,9,9,9,Personal,,Matematicas,Fundamentos de programacion,contabilidad,dibujo tecnico,Computacion,7,7,7,8,9,Ninguno,S/carrera,,,
24,Hombre,Ingenier°a Civil,18,5,4,4,2,3,5,4,3,1,5,5,Campo,,Confianza,Trabajo Bajo presion,Constancia,Manejo de Problemas,Comunicaci¢n,9,9,8,9,9,Personal,,dibujo tecnico,Matematicas,Literatura,calculo,Contabilidad,8,9,9,9,8,Ninguno,Misma,,,
24,Mujer,Ingenieria Civil,17,5,5,5,3,4,5,4,4,2,5,5,Campo,,Honestidad,Trabajo en equipo,Disciplina,Trabajo bajo presion,Constancia,8,8,8,8,7,Personal,,dibujo tecnico,Matematicas,Computacion,geometria analitica,ingles,8,8,8,9,9,Ninguno,S/carrera,,,
24,Mujer,Ingenier°a en Computaci¢n,18,3,3,5,4,4,5,5,5,3,5,4,Oficinas,,Integridad,Planificacion,Confianza,Honestidad,Dedicacion,9,8,9,9,9,Personal,,fundamentos de programacion,Contabilidad,matematicas,Computacion,calculo,8,9,9,9,9,Ninguno,Diferente,,,
24,Mujer,Ingenieria en Minas y Metalurgia,17,4,4,3,2,2,5,5,3,2,4,3,Campo,,Iniciativa,Responsabilidad,Empatia,Honestidad,Organizaci¢n,9,9,7,9,9,Personal,,calculo,geografia,ingles,dibujo tecnico,quimica,9,10,10,9,10,Ninguno,Diferente,,,
23,Hombre,Ingenier°a Mecatronica,17,5,4,5,4,3,1,2,1,2,4,5,Oficinas,,Flexibilidad,Resolver problemas ,Constancia,Responsabilidad,Creatividad,6,7,7,8,8,Personal,,Fisica,geometria analitica,Quimica,Computacion,Calculo,8,8,9,9,7,Ninguno,Diferente,,,
24,Hombre,Ingenier°a Mecatronica,18,4,5,4,5,4,5,5,4,2,4,3,Extranjero,,Adaptacion,Habilidad matematica,Dedicacion,Toma de desiciones,Analisis,8,8,7,9,8,Personal,,Fisica,Matematicas,Calculo,Quimica,geometria analitica,7,7,8,8,7,Ninguno,Misma,,,
25,Hombre,Ingenier°a en Telecomunicaciones,18,3,3,4,2,2,5,4,2,2,5,4,Oficinas,,Trabajo en equipo,Adaptacion,Planificacion,Toma de desiciones,Analisis,8,7,9,8,8,Personal,,programacion,fisica,matematicas,calculo,ingles,8,9,10,8,7,Ninguno,Diferente,,,
24,Mujer,Ingenier°a en Computaci¢n,18,5,5,4,1,1,1,1,1,3,1,3,Extranjero,,Organizaci¢n,Instalaci¢n,Resoluci¢n de problemas,,,9,9,9,,,Personal,,calculo,CibernÇtica,Computacion,,,7,10,10,,,Ninguno,S/carrera,,,
23,Hombre,Ingenier°a en Telecomunicaciones,18,4,5,1,5,5,5,5,1,3,1,1,Campo,,Ingenio,Responsabilidad,Inteligencia,Constancia,Habilidad matem†tica,10,6,7,6,7,Personal,,calculo,CibernÇtica,Probabilidad,Matematicas,Filosof°a,8,10,7,8,10,Ninguno,S/carrera,,,
24,Hombre,Ingenier°a en Computaci¢n,18,5,4,5,1,4,5,5,1,1,4,1,Oficinas,,Programaci¢n,Liderazgo,An†lisis,,,8,9,8,,,Personal,,calculo,CibernÇtica,Computacion,,,7,9,8,,,Web / Redes Soc,S/carrera,,,
22,Mujer,Ingenier°a en Computaci¢n,12,5,4,5,4,4,5,5,5,5,2,4,Extranjero,Oficinas,Pensamiento abstracto,Habilidad matematica,Pensamiento l¢gico,,,8,8,8,,,Personal,,Inform†tica,Matematicas,,,,9,9,,,,Ninguno,S/carrera,,,
24,Mujer,Ingenier°a Petrolera,19,4,4,5,4,1,5,5,5,5,2,2,Campo,Extranjero,Trabajo en equipo,Capacidad de decisci¢n,Habilidad matem†tica,Trabajo bajo presion,Responsabilidad,9,9,8,8,10,Personal,,Historia,Geograf°a,matematicas,,,10,10,8,,,TV/Medios impresos,S/carrera,,,
22,Mujer,Ingenier°a Geof°sica,17,4,4,5,5,5,5,5,5,5,4,5,Extranjero,Campo,InterÇs por la tierra,F°sica,Matem†tica,Trabajo en equipo,,10,10,10,10,,Personal,,calculo,F°sica,Quimica,CibernÇtica,Computacion,10,8,8,10,10,Ninguno,Diferente,,,
22,Hombre,Ingenier°a Geof°sica,18,2,1,4,1,1,4,5,1,4,4,1,Campo,,Trabajo en equipo,Trabajo Bajo presion,Habilidad matem†tica,,,8,6,8,,,Personal,,calculo,F°sica,Inform†tica,,,6,6,8,,,Ninguno,S/carrera,,,
23,Hombre,Ingenier°a en Computaci¢n,18,4,3,3,3,3,5,5,1,1,3,1,Extranjero,,Habilidad mental,Responsabilidad,Resoluci¢n de problemas,Liderazgo,Ingles,7,8,9,10,6,Personal,,Inform†tica,C†lculo,,,,8,10,,,,Web / Redes Soc,Diferente,,,
23,Hombre,Ingenier°a en Computaci¢n,18,4,4,5,5,1,1,5,1,5,5,1,Oficinas,,Creatividad,Resoluci¢n de problemas,Pensamiento matem†tico,,,8,7,9,,,Personal,,Inform†tica,Matematicas,,,,9,7,,,,TV/Medios impresos,S/carrera,,,
23,Mujer,Ingenier°a Electr¢nica,17,5,5,4,3,1,1,1,1,4,2,4,Oficinas,,Matem†ticas,Programaci¢n,Pensamiento critico,Pensamiento l¢gico,Pensemiento anal°tico,10,10,10,10,10,Personal,,Matematicas,F°sica,Programacion,An†lisis de Sistemas y Se§ales,Espa§ol,9,9,9,9,10,Ninguno,S/carrera,,,
25,Hombre,Ingenier°a Mecatronica,18,4,5,5,5,5,4,5,4,5,5,5,Oficinas,,Perseverancia,L¢gica,Disciplina,Adaptabilidad,Trabajo en equipo,9,9,8,8,8,Personal,,Matematicas,Fisica,Probabilidad,Ingles,geometria analitica,10,10,10,10,10,Ninguno,S/carrera,,,
27,Hombre,Ingenier°a Mecatronica,17,4,4,5,5,3,1,2,1,1,5,4,Campo,,Adaptacion,Creatividad,Trabajo en Equipo,Honestidad,Comunicaci¢n,9,8,9,8,8,Personal,,Matematicas,fisica,Electronica,Sistemas,quimica,9,8,9,8,7,Ninguno,Diferente,,,
23,Mujer,Ingeier°a en Computaci¢n,18,4,3,4,3,3,4,4,1,1,2,2,Oficinas,,Tolerancia al fracaso,Resposabilidad,Creativo,Pensamiento l¢gico,Trabajo en equipo,8,8,8,9,8,Personal,,Matematicas,fisica,Calculo,Fundamentos de programaci¢n,geometria analitica,8,7,7,8,7,Ninguno,Diferente,,,
30,Hombre,Ingenier°a Electrica Electr¢nica,19,4,5,2,1,1,1,1,3,3,2,1,Oficinas,,Creatividad,Constacia,Trabajo en Equipo,Pensamiento l¢gico,Pensamiento anal°tico,8,9,8,9,9,Personal,,Algebra,fisica,Calculo,Probabilidad,geometria analitica,8,7,9,8,10,Ninguno,S/carrera,,,
21,Hombre,Ingenier°a Geof°sica,16,4,4,3,3,1,1,1,1,1,4,3,Campo,,Trabajar bajo presi¢n,Responsabilidad,Pensamiento Critico,L¢gica,Organizaci¢n,9,9,9,8,9,Personal,,Algebra,Fisica,Geograf°a,geometria analitica,Calculo,9,9,9,9,9,Ninguno,Misma,,,
22,Hombre,Ingenier°a Industrial,17,5,5,3,3,3,2,2,1,1,5,4,Extranjero,,Liderazgo,Planificacion,Pensamiento l¢gico,Responsabilidad,Trabajo en equipo,8,8,9,8,9,Personal,,Matematicas,Ingles,Fundamentos de Programaci¢n,Probabilidad,Filosof°a,9,9,8,8,9,Ninguno,Diferente,,,
26,Mujer,Ingenier°a Mecatronica,17,5,5,2,2,3,2,3,2,3,4,5,Extranjero,,Programaci¢n,Pensamiento l¢gico,Pensamiento anal°tico,Pensamiento Cr°tico,Trabajo en equipo,8,9,9,9,9,Personal,,Calculo,geometria analitica,Algebra,Probabilidad,Lengua Espa§ola,9,9,9,9,9,Ninguno,Diferente,,,
26,Hombre,Ingenier°a Mecatronica,18,4,5,1,2,2,3,2,3,1,5,4,Oficinas,,Trabajo en equipo,Pensamiento anal°tico,Pensamiento l¢gico,Responsabilidad,Pensamiento Matem†tico,8,10,10,8,10,Personal,,Algebra,Calculo,Geometr°a Anal°tica,F°sica,Lengua Espa§ola,8,10,9,9,10,Ninguno,S/carrera,,,
23,Mujer,Ingenier°a en Computaci¢n,16,4,4,5,5,3,4,5,3,2,4,1,Oficinas,Extranjero,Trabajo en equipo,Responsabilidad,Pensamiento cr°tico,Perseverancia,Pensamiento l¢gico,8,8,8,9,10,Personal,,Geometr°a anal°tica,L¢gica,µlgebra,F°sica,Psicolog°a,10,9,8,9,8,Ninguno,Diferente,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
