EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,17,9,4,4,5,5,1,1,5,5,4,4,EXTRANJERO,CAPACIDAD DE ANALISIS,ABSTRACTO,CREATIVIDAD,PLANEACION,CAPACIDAD DE RESOLVER PROBLEMAS,9.0,9.0,9.0,8.0,9.0,PERSONAL,2,40,36,4,35,91
22,MUJER,QFB,17,26,4,5,5,5,3,1,1,1,1,1,OFICINAS,ANALITICO,DEDICACION,PENSAMIENTO CRITICO,HABILIDAD MATEMATICA,CREATIVIDAD,10.0,7.0,9.0,8.0,8.0,PERSONAL,0,17,23,8,12,7
22,HOMBRE,ING.MATEMATICA,17,20,5,5,5,2,5,1,1,1,4,5,CAMPO,MANEJO DE INFORMACION,ANALISIS,CRITERIO,SABER TOMAR DECISIONES,PENSAMIENTO LOGICO,8.0,8.0,9.0,9.0,8.0,PERSONAL,1,55,12,19,109,30
35,MUJER,MEDICINA,18,8,5,5,1,1,1,1,1,1,1,1,OFICINAS,CAPACIDAD DE ANALISIS,TOLERANCIA A LA FRUSTRACION,EMPATIA,NOINFO,NOINFO,10.0,8.0,10.0,0.0,0.0,PERSONAL,0,40,74,14,1,0
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,4,5,2,4,1,5,5,CAMPO,RESPONSABILIDAD,TOMA DE DECISIONES,PENSAMIENTO ABSTRACTO,VISION DEL ENTORNO,NOINFO,9.0,9.0,8.0,9.0,1.0,PERSONAL,1,18,31,114,98,0
38,HOMBRE,INGENIERIA EN COMPUTACION,20,0,3,4,4,2,3,4,4,3,3,2,CAMPO,MANEJO DE INFORMACION,PROGRAMACION,TRABAJO BAJO PRESION,TRABAJO EN EQUIPO Y CONSTANTE ACTUALIZACION DE CONOCIMIENTOS,NOINFO,3.0,3.0,3.0,4.0,3.0,PERSONAL,1,55,10,96,122,0
22,HOMBRE,DERECHO,19,18,5,5,4,4,5,4,4,3,2,4,CAMPO,CONOCIMIENTO,RESPONSABILIDAD,PERSISTENCIA,CAPACIDAD DE ANALISIS Y AUTODIDACTA,TENACIDAD,8.0,8.0,8.0,10.0,9.0,PERSONAL,1,82,4,95,11,46
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,5,5,5,5,5,5,5,CAMPO,RAZONAMIENTO,PENSAR,CREAR,ANALIZAR,IMPLEMENTAR,9.0,10.0,9.0,9.0,10.0,PERSONAL,1,28,32,73,43,59
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,5,5,5,2,1,2,4,5,CAMPO,ABSTRACCION,NOINFO,NOINFO,NOINFO,NOINFO,8.0,8.0,10.0,10.0,10.0,PERSONAL,1,20,5,2,1,0
23,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,17,9,4,4,4,1,1,4,1,1,1,4,EXTRANJERO,PROGRAMACION,TRABAJO BAJO PRESION,COMUNICACION,TRABAJO EN EQUIPO,RESOLUCION DE PROBLEMAS,6.0,9.0,8.0,9.0,9.0,PERSONAL,2,16,7,40,6,19
23,HOMBRE,INGENIERIA EN COMPUTACION,12,0,5,5,5,3,2,5,5,1,5,2,CAMPO,RAZONAMIENTO,LOGICA,CREATIVIDAD,APRENDIZAJE,APTITUD NUMERICA,7.0,8.0,4.0,9.0,8.0,PERSONAL,1,28,0,4,89,84
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,5,1,5,1,1,1,CAMPO,MATEMATICAS,RAZONAMIENTO,LIDERAZGO,TRABAJO EN EQUIPO,NOINFO,8.0,8.0,9.0,9.0,1.0,PERSONAL,1,3,2,15,6,0
22,MUJER,INGENIERIA QUIMICA,18,32,2,2,2,5,4,5,4,3,5,4,OTROS,MATEMATICAS,IMAGINACION,ABSTRACCION,NOINFO,NOINFO,5.0,7.0,7.0,0.0,0.0,PERSONAL,3,3,14,49,1,0
22,HOMBRE,MATEMATICAS APLICADAS,20,27,5,5,5,4,5,1,1,1,5,5,CAMPO,MATEMATICA,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,7,5,2,1,0
22,MUJER,INGENIERIA EN COMPUTACION,17,0,5,5,4,5,3,5,5,1,4,3,CAMPO,DEDICACION,CREATIVIDAD,ANALISIS,PECIENCIA,DETERMINACION,9.0,9.0,9.0,8.0,9.0,PERSONAL,1,10,1,3,51,26
23,MUJER,DERECHO,17,18,4,2,5,5,5,5,5,5,5,2,CAMPO,BUENA ORTOGRAFIA,METODOLOGIA,EXPRESION,SOCIABLE Y RESPETO,NOINFO,10.0,10.0,10.0,10.0,10.0,FAMILIARES,1,26,70,35,110,0
20,HOMBRE,INGENIERIA MECATRONICA,12,5,5,5,4,1,2,1,5,2,1,2,OFICINAS,DEDICACION,FACILIDAD PARA LAS MATEMATICAS,PENSAMIENTO FLEXIBLE,PROGRAMACION,RESOLUCION DE PROBLEMAS,7.0,8.0,9.0,9.0,8.0,PERSONAL,0,10,72,117,2,19
22,MUJER,INGENIERIA INDUSTRIAL,18,1,4,4,5,1,1,1,4,1,5,5,CAMPO,LIDERAZGO,ORGANIZACION,CREATIVIDAD,TRATO CON PERSONAS,IDIOMAS,7.0,8.0,9.0,10.0,10.0,PERSONAL,1,2,22,4,105,22
23,HOMBRE,INGENIERIA MECATRONICA,18,5,2,3,5,5,5,3,5,5,5,5,CAMPO,ANALITICA,NOINFO,NOINFO,NOINFO,NOINFO,10.0,0.0,0.0,0.0,0.0,PERSONAL,1,43,5,2,1,0
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,2,5,5,1,2,5,1,1,2,5,CAMPO,PACIENCIA,DEDICACION,LOGICA,CAPACIDAD DE ANALISIS Y AUTODIDACTA,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,12,23,12,11,0
33,HOMBRE,MEDICINA,17,8,4,5,1,1,1,1,1,1,1,1,EXTRANJERO,LIDERAZGO,COMUNICACION,EMPATIA,DOCENCIA,DESTREZAS MANUALES PARA PROCEDIMIENTOS ESPECIFICOS,9.0,8.0,9.0,9.0,10.0,PERSONAL,2,2,86,14,40,99
24,HOMBRE,INGENIERIA EN COMPUTACION,15,0,4,4,5,1,1,5,5,1,5,1,EXTRANJERO,PROACTIVO,ANALITICO,TOLERANTE,AUTODIDACTA,ABSTRACCION,10.0,10.0,8.0,10.0,10.0,PERSONAL,2,27,15,100,45,21
23,HOMBRE,INGENIERIA INDUSTRIAL,18,1,5,5,5,2,4,1,1,2,3,3,OFICINAS,ANALISIS,CREATIVIDAD,LIDERAZGO,COMPROMISO,NOINFO,9.0,10.0,8.0,10.0,0.0,PERSONAL,0,1,1,15,73,0
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,5,5,5,1,1,1,1,5,4,4,EXTRANJERO,ANALISIS,ACTITUD,CREATIVIDAD,ABSTRACCION,INTUICION,7.0,5.0,8.0,9.0,9.0,PERSONAL,2,1,44,4,5,52
22,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,5,5,4,3,4,1,1,1,1,2,EXTRANJERO,DESTREZA,INGENIO,DISCIPLINA,CONSTANCIA,RESPONSABILIDAD,8.0,9.0,9.0,9.0,8.0,PERSONAL,2,34,25,10,15,11
24,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,1,1,1,1,3,4,4,CAMPO,ANALISIS,PRECISION,MATEMATICA,LOGICA,CREATIVIDAD,9.0,8.0,10.0,10.0,9.0,PERSONAL,1,1,94,26,7,7
22,MUJER,MEDICINA,18,8,5,5,1,5,3,5,5,3,3,1,EXTRANJERO,MEMORIA,EMPATIA,COMPRENSION,PERSEVERANCIA,DEDICACION,7.0,9.0,8.0,10.0,8.0,PERSONAL,2,54,42,30,18,2
26,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,5,1,1,1,5,1,2,4,CAMPO,DOMINIO DEL IDIOMA INGLES,ANALITICO,PENSAMIENTO LOGICO,PROGRAMACION,EXPRESION,7.0,7.0,8.0,7.0,8.0,PERSONAL,1,19,15,36,2,39
28,HOMBRE,INGENIERIA EN COMPUTACION,15,0,5,5,2,4,1,1,1,2,1,2,CAMPO,LOGICA,ATENCION A DETALLES,MANEJO DE CONCEPTOS ABSTRACTOS,RESOLUCION DE PROBLEMAS,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,9,71,110,4,0
18,HOMBRE,INGENIERIA PETROLERA,17,4,5,5,5,5,5,5,4,5,4,5,CAMPO,MATE,TRABAJO EN EQUIPO,RESOLVER PROBLEMAS,NEGOCIOS,HABLAR EN PUBLICO,8.0,9.0,8.0,8.0,9.0,PERSONAL,1,67,11,25,74,48
20,HOMBRE,INGENIERIA CIVIL ,17,3,4,4,5,5,5,5,5,5,5,5,CAMPO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,9.0,6.0,7.0,0.0,0.0,PERSONAL,1,8,5,2,1,0
21,HOMBRE,INGENIERIA MECANICA,17,7,2,4,5,1,4,5,1,2,4,4,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,PERSONAL,2,8,5,2,1,0
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,5,5,4,5,2,1,1,1,5,4,CAMPO,RESPONSABILIDAD,LIDERAZGO,NOINFO,NOINFO,NOINFO,4.0,3.0,0.0,0.0,0.0,PERSONAL,1,18,6,2,1,0
26,MUJER,INGENIERIA PETROLERA,18,4,5,4,5,5,5,2,5,5,5,5,EXTRANJERO,DISPOSICION,TIEMPO,NOINFO,NOINFO,NOINFO,8.0,8.0,0.0,0.0,0.0,PERSONAL,2,89,58,2,1,0
25,MUJER,ARQUITECTURA,20,15,5,5,5,1,5,1,5,1,5,1,EXTRANJERO,CREATIVIDAD,ACTITUD,DESTREZA,CALCULO,NOINFO,7.0,9.0,8.0,7.0,7.0,PERSONAL,2,4,44,65,55,0
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,4,4,4,2,2,1,2,1,4,4,CAMPO,ABSTRACCION,RESPONSABILIDAD,ANALISIS,ADMINISTRACION,NOINFO,8.0,8.0,8.0,8.0,8.0,PERSONAL,1,20,4,3,26,0
22,MUJER,GEOLOGICA,17,39,5,4,5,5,5,5,5,1,4,1,OFICINAS,OBSERVACION,PACIENCIA,DISCIPLINA,CONDICION FISICA,FACILIDAD DE PALABRA,8.0,7.0,7.0,6.0,7.0,PERSONAL,0,25,8,10,24,100
21,MUJER,INGENIERIA INDUSTRIAL,17,1,4,5,2,1,1,1,2,1,5,5,EXTRANJERO,RESOLUCION DE PROBLEMAS,NOINFO,NOINFO,NOINFO,NOINFO,3.0,3.0,3.0,3.0,3.0,PERSONAL,2,24,5,2,1,0
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,4,4,4,4,1,1,4,3,3,1,OFICINAS,CONSTANCIA,HABILIDAD MATEMATICA,VISION,PROGRAMACION,FISICA,5.0,6.0,8.0,7.0,6.0,PERSONAL,0,15,9,22,2,32
25,MUJER,INGENIERIA INDUSTRIAL,18,1,4,4,5,4,4,5,4,4,4,4,CAMPO,ACTITUD,ACTITUD,LIDERAR,ANALIZAR,REDACCION,10.0,10.0,10.0,10.0,10.0,FAMILIARES,1,77,44,53,43,27
24,HOMBRE,INGENIERIA CIVIL,16,3,5,4,5,5,1,5,4,1,5,5,EXTRANJERO,RAZONAR,PENSAR,IMAGINAR,CALCULAR,CREATIVIDAD,10.0,10.0,10.0,10.0,10.0,PERSONAL,2,58,32,80,86,7
22,MUJER,ARQUITECTURA,18,15,4,5,5,1,1,5,5,5,5,5,OFICINAS,DISENO,ACTITUD,FACTIBILIDAD DE IDEAS,TRABAJO EN EQUIPO Y ORGANIZACION DE TIEMPOS,NOINFO,9.0,10.0,9.0,10.0,9.0,PERSONAL,0,30,44,112,119,0
22,MUJER,INGENIERIA ELECTRICA ELECTRONICA,18,2,2,3,4,5,1,5,5,5,5,5,EXTRANJERO,LOGICA,ANALISIS,PENSAMIENTO CRITICO,FACILIDAD DE COMUNICACION,CAPACIDAD DE RESOLVER PROBLEMAS,8.0,8.0,10.0,10.0,9.0,PERSONAL,2,9,12,8,124,91
25,HOMBRE,MEDICINA,17,8,4,4,2,1,1,5,5,1,5,1,OFICINAS,EMPATIA,DESTREZA,MEMORIA,SOPORTE FISICO,COMPRENSION,10.0,8.0,7.0,8.0,9.0,PERSONAL,0,57,37,32,79,36
20,HOMBRE,INGENIERIA CIVIL,17,3,5,4,4,2,5,3,4,1,2,2,CAMPO,PACIENCIA,CREATIVIDAD,DOMINIO CONOCIMINETOS,ORDEN,EFICIENCIA,9.0,8.0,8.0,8.0,9.0,PERSONAL,1,12,1,71,61,24
21,HOMBRE,CONTADURIA,18,13,5,4,1,1,1,1,1,1,1,1,CAMPO,HABILIDAD MATEMATICA,DINAMICO,DISCIPLINADO,TOMA DE DECISIONES,RAZONAMIENTO,8.0,8.0,7.0,9.0,8.0,PERSONAL,1,13,77,57,62,6
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,4,2,5,5,5,5,5,5,CAMPO,COMUNICACION,ANALISIS,CREATIVIDAD,SOLUCION DE PROBLEMAS,TRABAJO EN EQUIPO,5.0,9.0,7.0,9.0,5.0,PERSONAL,1,29,12,4,101,1
27,MUJER,ADMINISTRACION,24,12,5,5,5,1,5,1,1,1,1,1,OFICINAS,ANALISIS,TRABAJO EN EQUIPO,ADMON DEL TIEMPO,NOINFO,NOINFO,10.0,7.0,8.0,0.0,0.0,PERSONAL,0,1,11,103,1,0
28,HOMBRE,INGENIERIA PETROLERA,20,4,5,5,5,5,5,4,5,4,4,4,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,NOINFO,2,8,5,2,1,0
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,1,1,1,5,5,1,1,1,CAMPO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,PERSONAL,1,8,5,2,1,0
22,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,2,5,3,5,5,5,5,CAMPO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,8,5,2,1,0
22,MUJER,MEDICINA VETERINARIA,6,36,5,5,4,3,1,1,3,3,3,3,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,4.0,0.0,0.0,PERSONAL,2,8,5,2,1,0
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,2,2,1,1,1,5,5,2,1,CAMPO,MATEMATICAS,RESPONSABILIDAD,CONFIANZA,RAZONAMIENTO,ANALISIS,8.0,7.0,9.0,8.0,6.0,FAMILIARES,1,3,4,46,9,5
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,4,4,4,2,5,1,2,1,4,4,OTROS,ABSTRACCION,RESPONSABILIDAD,ANALISIS,LIDERAZGO,INVESTIGACION,7.0,9.0,8.0,9.0,8.0,PERSONAL,3,20,4,3,8,13
22,HOMBRE,INGENIERIA PETROLERA,19,4,3,3,2,1,1,1,4,1,2,3,EXTRANJERO,MATEMATICAS,GEOMETRIA,ANALISIS,RAZONAMIENTO,FISICA,8.0,7.0,9.0,9.0,8.0,PERSONAL,2,3,87,3,9,32
22,MUJER,INGENIERIA MECANICA,17,7,5,5,5,4,3,2,3,1,2,4,OTROS,PENSAMIENTO LOGICO,ACTITUD,RAPIDEZ,PRECISION,INNOVACION,7.0,8.0,7.0,8.0,7.0,PERSONAL,3,36,44,13,82,79
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,4,1,1,1,1,1,1,1,1,OTROS,LOGICA,MATEMATICAS,RESOLUCION DE PROBLEMAS,PROGRAMACION,ANALISIS,8.0,8.0,9.0,8.0,9.0,PERSONAL,3,9,26,1,2,5
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,2,2,5,5,5,2,4,4,CAMPO,CONSTANCIA,RESPONSABILIDAD,ADAPTACION,PLANIFICACION,INICIATIVA,8.0,7.0,8.0,7.0,6.0,PERSONAL,1,15,4,67,34,71
21,HOMBRE,INGENIERIA PETROLERA,17,4,3,2,4,5,5,5,5,1,4,5,EXTRANJERO,INGENIO,INNOVACION,DEDICACION,SOCIABILIDAD,DISCIPLINA,7.0,6.0,8.0,8.0,9.0,PERSONAL,2,6,27,6,60,9
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,4,1,1,1,1,1,1,1,CAMPO,RESOLVER PROBLEMAS,RAZONAMIENTO,ANALISIS,CREATIVIDAD,ORGANIZACION,10.0,10.0,9.0,9.0,8.0,PERSONAL,1,14,2,3,3,8
22,HOMBRE,INGENIERIA PETROLERA,19,4,4,4,2,5,1,1,5,2,4,5,OTROS,MATEMATICAS,PREDECIR EVENTOS,RESOLUCION DE PROBLEMAS,TRABAJO BAJO PRESION,LIDERAZGO,8.0,7.0,10.0,9.0,10.0,PERSONAL,3,3,80,1,19,4
21,HOMBRE,INGENIERIA EN COMPUTACION,15,0,2,4,2,1,1,1,1,5,5,1,CAMPO,CONSTANCIA,DISCIPLINA,PASION,DESTREZA,VISION,10.0,8.0,8.0,8.0,9.0,PERSONAL,1,15,13,33,16,29
22,MUJER,INGENIERIA CIVIL,18,3,5,5,5,1,5,5,5,5,1,1,EXTRANJERO,MATEMATICAS,CREATIVIDAD,RESOLUCION DE PROBLEMAS,ABSTRACCION,CONSTANCIA,7.0,9.0,8.0,8.0,7.0,PERSONAL,2,3,1,1,5,10
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,4,5,2,3,2,1,3,1,2,OTROS,MATEMATICAS,LOGICA,ANALISIS,RESOLUCION DE PROBLEMAS,CONSTANCIA,9.0,9.0,9.0,9.0,10.0,PERSONAL,3,3,0,3,4,10
23,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,19,2,5,5,4,2,4,1,1,2,4,1,OFICINAS,PACIENCIA,OBSERVADOR,INGENIOSO,INVESTIGADOR,CREATIVIDAD,9.0,9.0,9.0,9.0,10.0,PERSONAL,0,12,47,89,102,7
22,MUJER,INGENIERIA CIVIL,17,3,5,5,4,5,3,2,1,2,1,1,CAMPO,ESPACIAL,VERBAL,MATEMATICAS,SOCIAL,FINANCIERA,8.0,8.0,9.0,8.0,9.0,PERSONAL,1,65,88,17,49,54
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,3,2,5,1,1,1,4,2,OTROS,ANALISIS,SINTESIS,CREATIVIDAD,ABSTRACCION,INVESTIGACION,7.0,8.0,6.0,9.0,7.0,PERSONAL,3,1,78,4,5,13
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,5,5,1,2,4,1,4,4,CAMPO,AUTODIDACTA,CREATIVIDAD,PACIENCIA,TRABAJO EN EQUIPO,DISCIPLINA,8.0,7.0,8.0,6.0,6.0,PERSONAL,1,23,1,16,6,9
22,MUJER,INGENIERIA EN TELECOMUNICACIONES,17,9,5,5,2,4,3,3,5,2,4,5,OFICINAS,ELECTRONICA,ACTITUD,DISENO Y MANTENIMIENTO DE ENLACES,MATEMATICAS,REDES DE DATOS,8.0,9.0,9.0,10.0,8.0,PERSONAL,0,78,44,113,103,96
22,HOMBRE,INGENIERIA EN COMPUTACION,15,0,4,4,2,5,1,1,2,1,5,2,OTROS,AUTODIDACTA,ABSTRACCION,RESOLUCION DE PROBLEMAS,CREATIVIDAD,TOMA DE DECISIONES,10.0,9.0,10.0,8.0,9.0,PERSONAL,3,23,39,1,3,95
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,5,5,4,5,5,2,2,3,OFICINAS,PENSAMIENTO LOGICO,MATEMATICAS,ANALISIS,CREATIVIDAD,CONSTANCIA,8.0,8.0,8.0,8.0,7.0,PERSONAL,0,36,26,3,3,10
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,4,4,2,2,1,4,1,2,4,2,EXTRANJERO,MATEMATICAS,CREATIVIDAD,CRITERIO,ABSTRACCION,ASERTIVIDAD,9.0,8.0,8.0,9.0,8.0,PERSONAL,2,3,1,19,5,63
23,HOMBRE,INGENIERIA MECATRONICA,17,5,2,5,2,4,1,5,5,1,4,1,OTROS,DEDICACION,RESOLUCION DE PROBLEMAS,ORGANIZACION,TRABAJO EN EQUIPO,TOMA DE DECISIONES,8.0,8.0,7.0,10.0,9.0,PERSONAL,3,10,16,23,6,95
19,MUJER,INGENIERIA MECANICA,18,7,5,1,1,5,1,1,1,1,1,1,OTROS,RESOLUCION DE PROBLEMAS,RESPONSABILIDAD,PLANIFICACION,RESOLUCION DE PROBLEMAS,ORGANIZACION,9.0,10.0,7.0,9.0,10.0,PERSONAL,3,24,4,39,4,8
26,HOMBRE,INGENIERIA MECANICA,18,7,1,1,1,1,1,5,1,1,1,1,EXTRANJERO,ADAPTACION,ORGANIZACION,DISCIPLINA,CONSTANCIA,PLANIFICACION,8.0,8.0,8.0,6.0,7.0,FAMILIARES,2,21,22,10,15,94
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,1,1,1,1,1,5,1,1,1,1,CAMPO,CONSTANCIA,INICIATIVA,ANALISIS,RESOLUCION DE PROBLEMAS,TRABAJO BAJO PRESION,10.0,9.0,7.0,10.0,8.0,PERSONAL,1,15,100,3,4,37
19,MUJER,INGENIERIA EN COMPUTACION,15,0,5,5,3,5,1,1,1,1,1,3,CAMPO,MATEMATICAS,ORGANIZACION,DEDICACION,TRABAJO EN EQUIPO,DISCIPLINA,8.0,9.0,9.0,7.0,9.0,PERSONAL,1,3,22,6,6,9
24,MUJER,INGENIERIA PETROLERA,18,4,5,3,5,5,1,5,5,1,5,5,EXTRANJERO,IDIOMAS,PROGRAMACION,MATEMATICAS,TRABAJO EN EQUIPO,ANALISIS,3.0,9.0,9.0,6.0,6.0,PERSONAL,2,51,10,17,6,5
18,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,5,5,1,5,5,1,3,5,OTROS,PROGRAMACION,CONSTANCIA,DISCIPLINA,PLANIFICACION,RESOLUCION DE PROBLEMAS,8.0,7.0,9.0,7.0,9.0,PERSONAL,3,16,18,10,34,19
22,HOMBRE,INGENIERIA BIOMEDICA,19,33,5,5,3,1,1,1,1,1,1,1,OFICINAS,IDIOMAS,CREATIVIDAD,EMPATIA,ETICA,AUTODIDACTA,4.0,8.0,9.0,9.0,7.0,PERSONAL,0,51,1,14,113,12
22,MUJER,INGENIERIA EN COMPUTACION,18,0,4,4,5,1,1,1,1,1,3,5,CAMPO,RESOLUCION DE PROBLEMAS,DEDICACION,MATEMATICAS,COMUNICACION Y ORGANIZACION,TOMA DE DESICIONES,9.0,7.0,7.0,9.0,10.0,PERSONAL,1,24,23,17,64,16
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,19,9,3,1,5,5,1,1,1,1,4,1,EXTRANJERO,DISCIPLINA,CONSTANCIA,RESOLUCION DE PROBLEMAS,DEDICACION,ANALISIS,7.0,8.0,10.0,8.0,3.0,PERSONAL,2,11,18,1,63,5
18,HOMBRE,INGENIERIA PETROLERA,17,4,5,5,5,5,5,5,4,5,4,5,OFICINAS,MATEMATICAS,TRABAJO EN EQUIPO,RESOLUCION DE PROBLEMAS,NEGOCIAR,HABLAR EN PUBLICO,8.0,9.0,9.0,8.0,9.0,PERSONAL,0,3,11,1,68,48
20,HOMBRE,INGENIERIA CIVIL,18,3,5,5,4,2,5,4,5,5,2,4,OFICINAS,CREATIVIDAD,RESPONSABILIDAD,CONSTANCIA,INGLES,PROGRAMACION,8.0,8.0,7.0,4.0,4.0,PERSONAL,0,4,4,9,25,57
22,HOMBRE,INGENIERIA GEOMATICA,17,35,3,4,2,1,1,1,5,1,1,4,EXTRANJERO,SOFTWARE,ACTITUD,HIDRAULICA,E TOTAL,ESTADISITCA,8.0,6.0,7.0,10.0,8.0,PERSONAL,2,41,44,86,69,80
21,MUJER,INGENIERIA EN COMPUTACION,16,0,4,5,5,1,3,5,5,1,1,2,CAMPO,PACIENCIA,CONTROL,RESPETO,EMPATIA,DEDICACION,10.0,7.0,10.0,3.0,10.0,PERSONAL,1,12,29,38,22,2
22,MUJER,INGENIERIA EN COMPUTACION,17,0,5,5,4,5,3,5,5,1,4,3,CAMPO,ANALISIS,CREATIVIDAD,DEDICACION,PACIENCIA,DETERMINACION,9.0,9.0,9.0,8.0,9.0,PERSONAL,1,1,1,6,14,26
18,MUJER,INGENIERIA EN COMPUTACION,16,0,5,5,4,5,5,5,5,1,4,4,OTROS,ANALISIS,IMAGINACION,RESOLUCION DE PROBLEMAS,INNOVACION,CREATIVIDAD,9.0,8.0,9.0,8.0,9.0,PERSONAL,3,1,14,1,23,7
19,HOMBRE,INGENIERIA INDUSTRIAL,18,1,4,4,2,1,5,1,1,2,2,5,OFICINAS,LIDERAZGO,INNOVACION,ESTRATEGIA,RAZONAMIENTO,ADAPTACION,7.0,10.0,8.0,10.0,10.0,PERSONAL,0,2,27,85,9,73
21,HOMBRE,INGENIERIA MECANICA,18,7,5,5,5,5,5,5,1,1,4,5,OTROS,CREATIVIDAD,INGENIO,RAZONAMIENTO,ADAPTACION,NEGOCIAR,9.0,9.0,8.0,8.0,8.0,FAMILIARES,3,4,25,18,50,53
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,4,4,4,4,1,1,4,3,3,1,OFICINAS,CONSTANCIA,MATEMATICAS,VISION,PROGRAMACION,FISICA,5.0,6.0,8.0,7.0,6.0,PERSONAL,0,15,26,22,2,32
22,MUJER,INGENIERIA EN TELECOMUNICACIONES,17,9,4,4,4,1,1,1,2,4,4,4,EXTRANJERO,RAZONAMIENTO MATEMATICO,LOGICA,TRABAJO EN EQUIPO,CREATIVIDAD,AUTODIDACTA,8.0,8.0,4.0,8.0,8.0,PERSONAL,2,0,0,7,3,12
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,3,3,1,3,1,1,3,4,CAMPO,RAZONAMIENTO,INGENIO,ADAPTABILIDAD,INNOVACION,RESILENCIA,8.0,8.0,8.0,8.0,10.0,PERSONAL,1,28,25,82,23,60
21,HOMBRE,INGENIERIA EN COMPUTACION,13,0,5,5,5,1,1,1,1,1,5,5,CAMPO,CONSTANCIA,EXTROVERTIDO,COMPROMISO,SEGURIDAD,EMPATIA,8.0,7.0,9.0,8.0,10.0,PERSONAL,1,15,30,0,84,35
21,MUJER,INGENIERIA EN COMPUTACION,18,0,3,2,4,5,1,1,1,1,4,3,OTROS,CRITICO,RAZOMANIENTO LOGICO,RAZONAMEINTO MATEMATICO,INTELIGENCIA EMOCIONAL,INVESTIGACION,8.0,6.0,5.0,5.0,9.0,PERSONAL,3,38,33,31,125,13
